,Company,Net Income Incl Extra Before Distributions,Percentage of Green Products,Date,ESG Period Last Update Date,ESG Score,ESG Controversies Score,Environmental Controversies Count,Human Rights Controversies,Business Ethics Controversies,Wages Working Condition Controversies Count,Controversies Customer Health & Safety,Waste Recycling Ratio,Waste Total,Total Renewable Energy To Energy Use in million,Total Renewable Energy,Environmental Expenditures,"CO2 Equivalent Emissions Indirect, Scope 3 To Revenues USD in million Score",Estimated CO2 Equivalents Emission Total,Water Use To Revenues USD in million,Environmental Pillar Score,Emissions Score,Environmental Innovation Score,Resource Use Score,Total CO2 Equivalent Emissions To Revenues USD in million,Energy Use Total,Board Meeting Attendance Average,"Board Gender Diversity, Percent",CSR Strategy Score,Management Score,Shareholders Score,ESG Reporting Scope,Board Size,Total Donations To Revenues in million,Product Responsibility Score,Workforce Score,Human Rights Score,Community Score,Women Managers,Gender Pay Gap Percentage,Women Employees,Employees With Disabilities,Policy Diversity and Opportunity Score,Training Hours Total,Average Training Hours
212,CINF.OQ,287000000.0,,2017-12-31,2024-01-19T00:00:00Z,51.9025268321784,100.0,,,,,,,,,,,,33753.0,,58.5404980650584,50.9868421052632,2.5,51.5748031496063,5.88852058618283,,100.0,14.2857142857143,41.3013698630137,85.0446428571429,29.7218406593407,84.839,14.0,,37.0558375634518,47.6525821596244,0.0,80.7511737089202,,,48.0,,58.9201877934272,,
213,CINF.OQ,1997000000.0,,2018-12-31,2023-07-07T00:00:00Z,50.1167937561123,100.0,,,,,,,,,,,,32497.0,,54.9018419672864,49.0740740740741,2.77777777777778,46.4028776978417,6.01017199926022,,93.0,14.2857142857143,39.4062863795111,83.25,27.65,93.453,14.0,,36.7149758454106,43.0875576036866,0.0,79.4930875576037,,98.7,48.0,,57.8341013824885,,
214,CINF.OQ,1216000000.0,,2019-12-31,2023-07-28T00:00:00Z,50.8613294071851,100.0,,,,,,,,,,,,30970.0,,53.6946799913153,44.53125,3.30188679245283,50.2906976744186,3.90837960625947,,91.0,18.75,36.9089316987741,78.9264096846129,26.2981841350749,66.709,16.0,,35.7142857142857,57.8838174273859,0.0,79.8755186721992,,99.0,48.0,,57.2614107883817,,
215,CINF.OQ,2968000000.0,,2020-12-31,2023-07-07T00:00:00Z,53.3443376312144,97.5609756097561,,,,,,,,,,,,24408.0,,52.2396231219761,45.4761904761905,3.41880341880342,48.6631016042781,3.23885350318471,,96.0,26.6666666666667,37.2660427807487,79.4286577992745,35.1118500604595,73.832,15.0,,34.1666666666667,72.3529411764706,0.0,77.4509803921569,,99.0,48.0,,56.4705882352941,,
216,CINF.OQ,-487000000.0,,2021-12-31,2024-09-11T00:00:00Z,50.2528069921733,100.0,,,,,,,,,,,,24154.0,,52.4107294480115,45.6611570247934,6.38297872340426,52.0089285714286,2.50820353063344,,93.0,28.5714285714286,36.8476541908276,76.0907252239237,33.3285177694308,61.547,14.0,,32.9044117647059,58.7328767123288,0.0,75.6849315068493,,98.5,47.0,,55.3082191780822,,
217,CINF.OQ,1843000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,WMB.N,2114000000.0,,2013-12-31,2022-08-17T00:00:00Z,50.6566272556722,65.625,,,,,,,,,,16000000.0,,19641600.0,,42.9347527472527,45.3846153846154,0.0,55.46875,,,75.0,36.3636363636364,20.7581227436823,99.4370522006141,65.5578300921187,,11.0,,0.0,65.4255319148936,0.0,70.1086956521739,,,,,64.5348837209302,,
219,WMB.N,-571000000.0,,2014-12-31,2022-08-10T00:00:00Z,56.4661147848503,28.125,,,,,,,,,,11000000.0,,24116000.0,,50.5835010060362,66.9014084507042,0.0,50.0,,,75.0,30.7692307692308,19.1956124314442,92.6816786079836,95.1381780962129,,13.0,,19.2771084337349,90.2061855670103,0.0,63.5416666666667,28.0,,25.0,,63.4831460674157,55000.0,11.0
220,WMB.N,-424000000.0,,2015-12-31,2022-08-10T00:00:00Z,57.7094836634253,100.0,,,,,,,,,,7000000.0,,23383200.0,,49.2348686714884,61.4864864864865,0.0,52.8169014084507,,,75.0,30.7692307692308,17.9153094462541,98.0085784313726,88.6948529411765,,13.0,1660.32608695652,23.1578947368421,90.0,0.0,73.8095238095238,24.0,,24.0,,61.5,111000.0,17.0
221,WMB.N,2174000000.0,,2016-12-31,2024-01-19T00:00:00Z,55.0465533831878,81.25,1.0,,,,,,,,,6000000.0,,13300000.0,,50.3942133815551,68.9873417721519,0.0,47.1428571428571,1773.56980930791,,75.0,18.1818181818182,15.5824508320726,80.8660409556314,95.3711604095563,,11.0,1545.53940525403,23.9795918367347,84.2342342342342,0.0,78.8288288288288,24.0,,22.0,,60.0,114000.0,20.0
